MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1017	Telmisartan	Small molecule	1998	C09CA07	C09CA07 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ANGIOTENSIN II ANTAGONISTS, PLAIN: Angiotensin II antagonists, plain]	-sartan	Type-1 angiotensin II receptor antagonist			CHEMBL227	Type-1 angiotensin II receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=cfb9309f-e0df-4a55-9542-0e869fce05fb#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cfb9309f-e0df-4a55-9542-0e869fce05fb#section-14|Name:PubMed, SrcID:18580862, URL:http://europepmc.org/abstract/MED/18580862|Name:PubMed, SrcID:16938288, URL:http://europepmc.org/abstract/MED/16938288|Name:Wikipedia, SrcID:Telmisartan, URL:http://en.wikipedia.org/wiki/Telmisartan	CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C
CHEMBL553	Erlotinib	Small molecule	2004	L01XE03	L01XE03 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-tinib	Epidermal growth factor receptor erbB1 inhibitor			CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=57bccb29-1c47-4c64-ab6a-77960a91cc20#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=57bccb29-1c47-4c64-ab6a-77960a91cc20#section-13	COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC
CHEMBL434394	Nebivolol	Small molecule	2007	C07AB12	C07AB12 [CARDIOVASCULAR SYSTEM: BETA BLOCKING AGENTS: BETA BLOCKING AGENTS: Beta blocking agents, selective]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=8b8ad213-1dc8-454e-a524-075685c0e1a8#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8b8ad213-1dc8-454e-a524-075685c0e1a8#section-13	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C3CCc4cc(F)ccc4O3
CHEMBL1046	Aminocaproic Acid	Small molecule	1964	B02AA01	B02AA01 [BLOOD AND BLOOD FORMING ORGANS: ANTIHEMORRHAGICS: ANTIFIBRINOLYTICS: Amino acids]		Tissue-type plasminogen activator inhibitor			CHEMBL1873	Tissue-type plasminogen activator	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22918041, URL:http://europepmc.org/abstract/MED/22918041|Name:DailyMed, SrcID:setid=2238c70f-b0b5-4755-896b-45b28777b217#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2238c70f-b0b5-4755-896b-45b28777b217#nlm34090-1	NCCCCCC(=O)O
CHEMBL44884	Ethambutol	Small molecule	1967	J04AK02	J04AK02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIMYCOBACTERIALS: DRUGS FOR TREATMENT OF TUBERCULOSIS: Other drugs for treatment of tuberculosis]		Arabinosyltransferase A inhibitor			CHEMBL1877	Arabinosyltransferase A	INHIBITOR	Mycobacterium tuberculosis	SINGLE PROTEIN			Name:PubMed, SrcID:17630736, URL:http://europepmc.org/abstract/MED/17630736|Name:PubMed, SrcID:11854934, URL:http://europepmc.org/abstract/MED/11854934|Name:PubMed, SrcID:19596878, URL:http://europepmc.org/abstract/MED/19596878|Name:PubMed, SrcID:16595677, URL:http://europepmc.org/abstract/MED/16595677|Name:PubMed, SrcID:16641474, URL:http://europepmc.org/abstract/MED/16641474|Name:Wikipedia, SrcID:Ethambutol_hydrochloride#Mechanism_of_action, URL:http://en.wikipedia.org/wiki/Ethambutol_hydrochloride#Mechanism_of_action|Name:PubMed, SrcID:16127055, URL:http://europepmc.org/abstract/MED/16127055	CC[C@@H](CO)NCCN[C@@H](CC)CO
CHEMBL981	Fenofibric Acid	Small molecule	2008				Peroxisome proliferator-activated receptor alpha agonist			CHEMBL239	Peroxisome proliferator-activated receptor alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=86c49aff-0a4a-46b5-ac6e-26789bf17c9b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86c49aff-0a4a-46b5-ac6e-26789bf17c9b	CC(C)(Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2)C(=O)O
CHEMBL533	Ibutilide	Small molecule	1995	C01BD05	C01BD05 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: ANTIARRHYTHMICS, CLASS I AND III: Antiarrhythmics, class III]	-ilide	HERG blocker			CHEMBL240	HERG	BLOCKER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15926871, URL:http://europepmc.org/abstract/MED/15926871|Name:Wikipedia, SrcID:Potassium_channel_blocker, URL:http://en.wikipedia.org/wiki/Potassium_channel_blocker|Name:DailyMed, SrcID:setid=b7d717ed-022d-4459-b5e6-098c2a8b7427, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7d717ed-022d-4459-b5e6-098c2a8b7427	CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1
CHEMBL1086	Dibucaine	Small molecule	1982	C05AD04; N01BB06; S01HA06; S02DA04; D04AB02	C05AD04 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Local anesthetics]; N01BB06 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, LOCAL: Amides]; S01HA06 [SENSORY ORGANS: OPHTHALMOLOGICALS: LOCAL ANESTHETICS: Local anesthetics]; S02DA04 [SENSORY ORGANS: OTOLOGICALS: OTHER OTOLOGICALS: Analgesics and anesthetics]; D04AB02 [DERMATOLOGICALS: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: Anesthetics for topical use]	-caine	Sodium channel protein type V alpha subunit blocker			CHEMBL1980	Sodium channel protein type V alpha subunit	BLOCKER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:8798723, URL:http://europepmc.org/abstract/MED/8798723|Name:PubMed, SrcID:9742684, URL:http://europepmc.org/abstract/MED/9742684	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
CHEMBL42	Clozapine	Small molecule	1989	N05AH02	N05AH02 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Diazepines, oxazepines, thiazepines and oxepines]	-pin(e)	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443059748, URL:http://www.isbnsearch.org/isbn/0443059748|Name:Wikipedia, SrcID:Clozapine, URL:http://en.wikipedia.org/wiki/Clozapine|Name:DailyMed, SrcID:setid=53bdb79c-c4cf-4818-b1f0-225e67a14536#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=53bdb79c-c4cf-4818-b1f0-225e67a14536#nlm34090-1|Name:PubMed, SrcID:17015232, URL:http://europepmc.org/abstract/MED/17015232	CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
CHEMBL1509	Drospirenone	Small molecule	2001	G03AC10	G03AC10 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE: Progestogens]	-renone	Mineralocorticoid receptor antagonist			CHEMBL1994	Mineralocorticoid receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=077bf6ff-afb8-4cb7-9faa-fbb6fd9f037f#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=077bf6ff-afb8-4cb7-9faa-fbb6fd9f037f#nlm34090-1|Name:PubMed, SrcID:11024226, URL:http://europepmc.org/abstract/MED/11024226	C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7
CHEMBL634	Alfentanil	Small molecule	1986	N01AH02	N01AH02 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Opioid anesthetics]	-fentanil	Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21215785, URL:http://europepmc.org/abstract/MED/21215785|Name:DailyMed, SrcID:setid=098af6c6-7400-4b2b-bae6-03d5913ad712#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=098af6c6-7400-4b2b-bae6-03d5913ad712#nlm34090-1	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O
CHEMBL1018	Dienestrol	Small molecule	1947	G03CC02; G03CB01	G03CC02 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: ESTROGENS: Estrogens, combinations with other drugs]; G03CB01 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: ESTROGENS: Synthetic estrogens, plain]	-estr-	Estrogen receptor alpha agonist			CHEMBL206	Estrogen receptor alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 420, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:4882972, URL:http://europepmc.org/abstract/MED/4882972	C\C=C(\C(=C\C)\c1ccc(O)cc1)/c2ccc(O)cc2
CHEMBL2048484	Canagliflozin	Small molecule	2011			-gliflozin	Sodium/glucose cotransporter 2 inhibitor			CHEMBL3884	Sodium/glucose cotransporter 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3#nlm34090-1	Cc1ccc(cc1Cc2ccc(s2)c3ccc(F)cc3)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O
CHEMBL288441	Bosutinib	Small molecule	2010	L01XE14	L01XE14 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-tinib	Tyrosine-protein kinase Lyn inhibitor			CHEMBL3905	Tyrosine-protein kinase Lyn	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:BOSUTINIB, URL:http://chembl.blogspot.co.uk/search?q=BOSUTINIB	COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl
CHEMBL1229517	Vemurafenib	Small molecule	2011	L01XE15	L01XE15 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-rafenib	Serine/threonine-protein kinase B-raf inhibitor	Indicated for mutated form - V600E		CHEMBL5145	Serine/threonine-protein kinase B-raf	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/202429s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202429s000lbl.pdf	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c4ccc(Cl)cc4)c1F
CHEMBL1387	Norethynodrel	Small molecule	1961				Progesterone receptor agonist			CHEMBL208	Progesterone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:1833399, URL:http://europepmc.org/abstract/MED/1833399|Name:PubMed, SrcID:22960752, URL:http://europepmc.org/abstract/MED/22960752|Name:PubMed, SrcID:166800, URL:http://europepmc.org/abstract/MED/166800	C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@]2(O)C#C
CHEMBL1531	Etonogestrel	Small molecule	2001	G03AC08	G03AC08 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE: Progestogens]	-gest-	Progesterone receptor agonist			CHEMBL208	Progesterone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748 PP. 447, URL:http://www.isbnsearch.org/isbn/0443059748|Name:Wikipedia, SrcID:Etonogestrel, URL:http://en.wikipedia.org/wiki/Etonogestrel	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
CHEMBL1493	Flavoxate	Small molecule	1970	G04BD02	G04BD02 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Drugs for urinary frequency and incontinence]		Phosphodiesterase 4 inhibitor			CHEMBL2093863	Phosphodiesterase 4	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:167667, URL:http://europepmc.org/abstract/MED/167667|Name:PubMed, SrcID:6329116, URL:http://europepmc.org/abstract/MED/6329116	CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4
CHEMBL1201293	Acamprosate	Small molecule	2004	N07BB03	N07BB03 [NERVOUS SYSTEM: OTHER NERVOUS SYSTEM DRUGS: DRUGS USED IN ADDICTIVE DISORDERS: Drugs used in alcohol dependence]		Glutamate [NMDA] receptor antagonist			CHEMBL2094124	Glutamate [NMDA] receptor	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX GROUP			Name:PubMed, SrcID:22346357, URL:http://europepmc.org/abstract/MED/22346357|Name:ISBN, SrcID:9780702034718 PP. 596, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:FDA, SrcID:label/2012/021431s015lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021431s015lbl.pdf|Name:PubMed, SrcID:15963001, URL:http://europepmc.org/abstract/MED/15963001|Name:Wikipedia, SrcID:Acamprosate, URL:http://en.wikipedia.org/wiki/Acamprosate|Name:PubMed, SrcID:18540918, URL:http://europepmc.org/abstract/MED/18540918	CC(=O)NCCCS(=O)(=O)O
CHEMBL1201319	Metaraminol	Small molecule	1954	C01CA09	C01CA09 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES: Adrenergic and dopaminergic agents]		Adrenergic receptor alpha-1 agonist			CHEMBL2094251	Adrenergic receptor alpha-1	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:15703094, URL:http://europepmc.org/abstract/MED/15703094	C[C@H](N)[C@H](O)c1cccc(O)c1
CHEMBL1648	Isradipine	Small molecule	1990	C08CA03	C08CA03 [CARDIOVASCULAR SYSTEM: CALCIUM CHANNEL BLOCKERS: SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS: Dihydropyridine derivatives]	-dipine	Voltage-gated L-type calcium channel blocker			CHEMBL2095229	Voltage-gated L-type calcium channel	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=c5745462-fab9-4916-acee-1bc6f9e63560, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c5745462-fab9-4916-acee-1bc6f9e63560|Name:Wikipedia, SrcID:Dihydropyridine, URL:http://en.wikipedia.org/wiki/Dihydropyridine|Name:Wikipedia, SrcID:L-type_calcium_channel, URL:http://en.wikipedia.org/wiki/L-type_calcium_channel|Name:Wikipedia, SrcID:Voltage-dependent_calcium_channel, URL:http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel|Name:DailyMed, SrcID:archiveid=27627, URL:http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=27627|Name:Wikipedia, SrcID:Clevidipine, URL:http://en.wikipedia.org/wiki/Clevidipine	COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C
CHEMBL22587	Itraconazole	Small molecule	1992	J02AC02	J02AC02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIMYCOTICS FOR SYSTEMIC USE: ANTIMYCOTICS FOR SYSTEMIC USE: Triazole derivatives]	-conazole	Cytochrome P450 51 inhibitor			CHEMBL1780	Cytochrome P450 51	INHIBITOR	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=599dcdd0-df9b-41e2-a767-b1f44f466fbd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=599dcdd0-df9b-41e2-a767-b1f44f466fbd	CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4
CHEMBL141	Lamivudine	Small molecule	1995	J05AF05	J05AF05 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Nucleoside and nucleotide reverse transcriptase inhibitors]	-vudine	DNA inhibitor	When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes		CHEMBL2363046	DNA	INHIBITOR	Human immunodeficiency virus 1	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e	NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
CHEMBL1657	Tazarotene	Small molecule	1997	D05AX05	D05AX05 [DERMATOLOGICALS: ANTIPSORIATICS: ANTIPSORIATICS FOR TOPICAL USE: Other antipsoriatics for topical use]	-arotene	Retinoic acid receptor agonist			CHEMBL2363069	Retinoic acid receptor	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=cd8a3be3-8f83-42cf-8752-6fd16da65150, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cd8a3be3-8f83-42cf-8752-6fd16da65150	CCOC(=O)c1ccc(nc1)C#Cc2ccc3SCCC(C)(C)c3c2
CHEMBL451	Chlordiazepoxide	Small molecule	1960	N05BA02	N05BA02 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANXIOLYTICS: Benzodiazepine derivatives]		GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:Wikipedia, SrcID:Chlordiazepoxide, URL:http://en.wikipedia.org/wiki/Chlordiazepoxide|Name:PubMed, SrcID:6135616, URL:http://europepmc.org/abstract/MED/6135616	CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3
CHEMBL70418	Clobazam	Small molecule	2005	N05BA09	N05BA09 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANXIOLYTICS: Benzodiazepine derivatives]		GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:PubMed, SrcID:11530681, URL:http://europepmc.org/abstract/MED/11530681|Name:Wikipedia, SrcID:Clobazam, URL:http://en.wikipedia.org/wiki/Clobazam	CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13
CHEMBL1200802	Talbutal	Small molecule	1982	N05CA07	N05CA07 [NERVOUS SYSTEM: PSYCHOLEPTICS: HYPNOTICS AND SEDATIVES: Barbiturates, plain]		GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Barbiturate binding site	Barbiturate site	Name:PubMed, SrcID:11264449, URL:http://europepmc.org/abstract/MED/11264449	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
CHEMBL1200694	Sevoflurane	Small molecule	1995	N01AB08	N01AB08 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Halogenated hydrocarbons]	-flurane	GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP		Likely allosteric but unclear whether benzodiazepine or barbiturate site involved	Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:22226507, URL:http://europepmc.org/abstract/MED/22226507|Name:PubMed, SrcID:21788314, URL:http://europepmc.org/abstract/MED/21788314	FCOC(C(F)(F)F)C(F)(F)F
CHEMBL501122	Ceftaroline Fosamil	Small molecule	2010	J01DI02	J01DI02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER BETA-LACTAM ANTIBACTERIALS: Other cephalosporins and penems]	cef-	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:FDA, SrcID:label/2012/200327s007lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200327s007lbl.pdf	CCO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])Sc3nc(cs3)c4cc[n+](C)cc4)\c5nsc(NP(=O)(O)O)n5
CHEMBL31	Gatifloxacin	Small molecule	1999	S01AE06; J01MA16	S01AE06 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Fluoroquinolones]; J01MA16 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones]	-oxacin	DNA gyrase inhibitor			CHEMBL2311225	DNA gyrase	INHIBITOR	Streptococcus pneumoniae	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=a5b0725e-9b7e-426b-ab1c-fcca3b1972fd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a5b0725e-9b7e-426b-ab1c-fcca3b1972fd|Name:FDA, SrcID:label/2015/021493s010lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021493s010lbl.pdf	COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
CHEMBL1628502	Gabapentin Enacarbil	Small molecule	2011	N03AX12	N03AX12 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Other antiepileptics]	gab-	Voltage-gated calcium channel modulator			CHEMBL2363032	Voltage-gated calcium channel	MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Calcium channel alpha-2/delta-1 subunit	alpha2delta-1 is binding site: 23836974, 23642658	Name:DailyMed, SrcID:setid=05506250-1641-4b64-ac0c-69f96c46a773#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=05506250-1641-4b64-ac0c-69f96c46a773#nlm34090-1|Name:FDA, SrcID:label/2013/022399s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022399s008lbl.pdf|Name:PubMed, SrcID:18299583, URL:http://europepmc.org/abstract/MED/18299583	CC(C)C(=O)OC(C)OC(=O)NCC1(CC(=O)O)CCCCC1
CHEMBL1201754	Rufinamide	Small molecule	2008	N03AF03	N03AF03 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Carboxamide derivatives]		Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:Wikipedia, SrcID:Rufinamide, URL:http://en.wikipedia.org/wiki/Rufinamide|Name:DailyMed, SrcID:setid=0a3fa925-1abd-458a-bd57-4ae780a1ef2d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a3fa925-1abd-458a-bd57-4ae780a1ef2d	NC(=O)c1cn(Cc2c(F)cccc2F)nn1
CHEMBL2221250	Capreomycine	Protein	1971	J04AB30	J04AB30 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIMYCOBACTERIALS: DRUGS FOR TREATMENT OF TUBERCULOSIS: Antibiotics]	-mycin	70S ribosome inhibitor			CHEMBL2363965	70S ribosome	INHIBITOR	Mycobacterium tuberculosis	PROTEIN NUCLEIC-ACID COMPLEX	16S/23S ribosomal RNA interface	Binding site 23S and 16S RNA (interface)	Name:PubMed, SrcID:20154709, URL:http://europepmc.org/abstract/MED/20154709|Name:PubMed, SrcID:16857584, URL:http://europepmc.org/abstract/MED/16857584	C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\C(=C\NC(=O)N)\NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O)C2CCNC(=N)N2.NCCCC(N)CC(=O)NC[C@@H]3NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\C(=C\NC(=O)N)\NC3=O)C4CCNC(=N)N4
CHEMBL1749	Edetate Disodium	Small molecule	1982	S01XA05	S01XA05 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals]		Calcium chelating agent	Divalent and Trivalent metal chelating agent. Removes Ca2+ in case of hypercalciemia		CHEMBL2364030	Calcium	CHELATING AGENT	null	METAL			Name:FDA, SrcID:label/2009/008922s016lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/008922s016lbl.pdf	[Na+].[Na+].OC(=O)CN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-]
CHEMBL3545119	Bms-794833	Small molecule					Vascular endothelial growth factor receptor 2 inhibitor			CHEMBL279	Vascular endothelial growth factor receptor 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.ejcancersupplements.com/article/S1359-6349(10)71811-5/abstract, URL:http://www.ejcancersupplements.com/article/S1359-6349(10)71811-5/abstract	
CHEMBL3545238	Cs-8080	Small molecule					LXR-beta agonist	discontinued in 2008, did not meet criteria in clinical trials (http://www.daiichisankyo.com/media_investors/investor_relations/ir_calendar/files/005144/imm2009_01_30_26_01.pdf)		CHEMBL4093	LXR-beta	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24833295, URL:http://europepmc.org/abstract/MED/24833295	
