PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	WITHDRAWN_YEAR	WITHDRAWN_COUNTRY	WITHDRAWN_REASON	CANONICAL_SMILES
621164	CHEMBL1090173	SD-0006	1	SD-0006											Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				OCC(=O)N1CCC(CC1)c2n[nH]c(c3ccc(Cl)cc3)c2c4ccncn4
69277	CHEMBL46286	"Omacetaxine Mepesuccinate (FDA, INN, USAN);"	4	CGX-635; Homoharringtonine	Ivax International Gmbh				2007	2009	L01XX40	L01XX40 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents]		US-6987103-B2	Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC
707012	CHEMBL1258006	"Bradanicline (INN, USAN); Bradanicline Hydrochloride (USAN);"	2	TC-5619; TC-5619-023		#NAME?	nicotinic acetylcholine receptor partial agonists/agonists	#NAME?	2013						Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc3cccnc3)c4oc5ccccc5c4
144959	CHEMBL91829	Ruboxistaurin (INN);	3	LY-333531											Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26
453538	CHEMBL1576	"Ethinamate (BAN, FDA, INN, JAN, USP);"	4		Dista Products Co Div Eli Lilly And Co					1982					Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Discontinued				NC(=O)OC1(CCCCC1)C#C
515430	CHEMBL462990	"Sulfamonomethoxine (BAN, INN, JAN, USAN);"	0			sulfa-	antimicrobials (sulfonamides derivatives)	sulfa-	1963				Antibacterial		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
262842	CHEMBL345248	"Bromoform (MI, USP);"	0			-fo-	phosphoro-derivatives	-fo-							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				BrC(Br)Br
508828	CHEMBL525076	"Enfuvirtide (BAN, FDA, INN, USAN);"	4	T20; DP178	Hoffmann La Roche Inc	-tide; -vir-	peptides; antivirals	-tide; -vir-	2001	2003	J05AX07	J05AX07 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Other antivirals]			Oligopeptide	N	Y	Single Stereoisomer	N	N	Y	N	N	Prescription-only				CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc7c[nH]c8ccccc78)C(=O)N[C@@H](Cc9ccccc9)C(=O)N
1383518	CHEMBL2111078	"Sulfabromomethazine Sodium (MI, NF);"	0			sulfa-	antimicrobials (sulfonamides derivatives)	sulfa-							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br
1383129	CHEMBL2110689	"Nolinium Bromide (INN, USAN);"	0	EU-2972		#NAME?	quaternary ammonium derivatives	#NAME?	1977				Antisecretory; Anti-Ulcerative		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Clc1ccc(Nc2cc[n+]3ccccc3c2)cc1Cl
1383528	CHEMBL2111088	Denibulin HCl (USAN);	0	MN-029		#NAME?	"antineoplastics (mitotic inhibitors,tubulin binders"	#NAME?	2005						Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				COC(=O)Nc1nc2cc(Sc3ccc(NC(=O)[C@H](C)N)cc3)ccc2[nH]1
1369608	CHEMBL2095212	"Mirabegron (FDA, INN, USAN);"	4	YM-178	Astellas Pharma Global Development Inc	#NAME?	beta 3 adrenoreceptor agonist	#NAME?	2009	2012	G04BD12	G04BD12 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Drugs for urinary frequency and incontinence]		US-6346532-B1	Synthetic Small Molecule	Y	Y	Single Stereoisomer	N	Y	N	N	N	Prescription-only				Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
1381255	CHEMBL2108989	"Asparaginase (FDA, USAN); Colaspase (BAN); L-Asparaginase (JAN);"	4			#NAME?	enzymes	#NAME?	1970	1994	L01XX02	L01XX02 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents]	Antineoplastic		Enzyme	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				
1380977	CHEMBL2108711	Remestemcel (USAN);	0	JR-0301					2009						Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381900	CHEMBL2109460	Sch-708980	2	SCH-708980											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381257	CHEMBL2108991	Astifilcon A (USAN);	0			#NAME?	hydrophilic contact lens materials	#NAME?	1985				Contact Lens Material (hydrophilic)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381149	CHEMBL2108883	"Silica, Dental-Type (NF);"	0										Pharmaceutic Aid		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380299	CHEMBL2108033	Graftskin (USP);	0			#NAME?	interleukins	#NAME?							Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380530	CHEMBL2108264	Carrageenan (NF);	2										Pharmaceutic Aid (viscosity-increasing agent); Pharmaceutic Aid (suspending agent)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380654	CHEMBL2108388	"Ferucarbotran (BAN, USAN);"	2	ZK-132281					1997				Diagnostic Aid (paramagnetic)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380578	CHEMBL2108312	Ozarelix (INN);	3			#NAME?	hormone-release inhibiting peptides	#NAME?							Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380564	CHEMBL2108298	Litenimod (INN);	0			#NAME?	immunomodulators	#NAME?							Oligonucleotide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381341	CHEMBL2109075	Horse-Chestnut Leaf Extract (JAN);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380600	CHEMBL2108334	"Eptacog Alfa (Activated) (BAN, INN);"	4								B02BD08	B02BD08 [BLOOD AND BLOOD FORMING ORGANS: ANTIHEMORRHAGICS: VITAMIN K AND OTHER HEMOSTATICS: Blood coagulation factors]			Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381422	CHEMBL2109156	Mitocromin (USAN);	0	B-35251					1967				Antineoplastic		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380443	CHEMBL2108177	Aluminum Dichlorohydrex Propylene Glycol (USP);	0										Anhidrotic		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380672	CHEMBL2108406	"Eucalyptus Oil (JAN, MI, NF);"	0												Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380665	CHEMBL2108399	ELM (USP);	0										Demulcent; Pharmaceutic Aid (suspending agent)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380632	CHEMBL2108366	"Fennel Oil (JAN, MI, NF);"	0										Pharmaceutic Aid (flavor)		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380271	CHEMBL2108005	"Sugar, Confectioner's (NF);"	0										Pharmaceutic Aid (flavor); Pharmaceutic Aid (tablet excipient)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380980	CHEMBL2108714	"Tipapkinogene Sovacivec (INN, USAN);"	0	TG-4001					2009						Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381010	CHEMBL2108744	Sodium Alginate (NF);	3										Pharmaceutic Aid (suspending agent)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380953	CHEMBL2108687	Ramoplanin A'3	0			#NAME?	antibacterials (Actinoplanes strains)	#NAME?							Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380802	CHEMBL2108536	Polybutilate (USAN);	0						1976				Surgical Aid (surgical suture coating)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381764	CHEMBL2109324	Rg-7155	1	RG-7155											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381163	CHEMBL2108897	Alofilcon A (USAN);	0	WX-14812; SCL-70		#NAME?	hydrophilic contact lens materials	#NAME?	1979				Contact Lens Material (hydrophilic)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381484	CHEMBL2109218	Pertussis Immune Globulin (USP);	0								J06BB13	J06BB13 [ANTIINFECTIVES FOR SYSTEMIC USE: IMMUNE SERA AND IMMUNOGLOBULINS: IMMUNOGLOBULINS: Specific immunoglobulins]	Immunizing Agent (passive)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381374	CHEMBL2109108	"Biological Indicator For Steam Sterilization, Self-Contained (USP);"	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380683	CHEMBL2108417	Diphtheria Antitoxin (USP);	0								J06AA01	J06AA01 [ANTIINFECTIVES FOR SYSTEMIC USE: IMMUNE SERA AND IMMUNOGLOBULINS: IMMUNE SERA: Immune sera]	Immunizing Agent (passive)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382088	CHEMBL2109648	Regn-846	1	REGN-846											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381221	CHEMBL2108955	"Edrecolomab (INN, USAN);"	4	17-1A; C-1		#NAME?	monoclonal antibodies	#NAME?	1996		L01XC01	L01XC01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Monoclonal antibodies]	Monoclonal Antibody (antineoplastic adjuvant)		Antibody	Y	N	Single Stereoisomer	N	N	Y	N	N	Unknown				
1381817	CHEMBL2109377	Fg-3019	2	FG-3019											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381071	CHEMBL2108805	Beef Tallow (JAN);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380478	CHEMBL2108212	"Actaplanin (BAN, INN, USAN);"	0	A-4696		#NAME?	antibacterials (Actinoplanes strains)	#NAME?	1975				Growth Stimulant (veterinary)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381397	CHEMBL2109131	Magnesium Aluminometasilicate (NF);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382024	CHEMBL2109584	F16SIP 131I	2	F16SIP											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381403	CHEMBL2109137	"Moroctocog Alfa (BAN, INN);"	3												Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381820	CHEMBL2109380	Votumumab tc	4	88bv59											Antibody	Y	N	Single Stereoisomer	N	N	Y	N	N	Unknown				
1381059	CHEMBL2108793	"Tilactase (INN, JAN); Galactosidase (JAN);"	3			#NAME?	enzymes	#NAME?			A09AA04	"A09AA04 [ALIMENTARY TRACT AND METABOLISM: DIGESTIVES, INCL. ENZYMES: DIGESTIVES, INCL. ENZYMES: Enzyme preparations]"			Enzyme	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381776	CHEMBL2109336	BU12 90Y	1	BU-12; BU12											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380241	CHEMBL2107975	Polyvinyl Acetate Phthalate (NF);	0			-vin-	vinca alkaloids	-vin-					Pharmaceutic Aid (coating agent)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381346	CHEMBL2109080	Hymetellose (INN);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381150	CHEMBL2108884	Actagardin (INN);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381923	CHEMBL2109483	Sc-1	1	SC-1											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380598	CHEMBL2108332	Beperminogene Perplasmid (INN);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382020	CHEMBL2109580	Mab-cc49	3	MAB-CC49; mAb-CC49											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380889	CHEMBL2108623	Milk Thistle (NF);	2												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380145	CHEMBL2107879	"Rayon, Purified (USAN, USP);"	0						1968				Surgical Aid		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381313	CHEMBL2109047	"Interferon Alfa-N3 (FDA, USAN);"	4						1988	1989			Biological Response Modifier; Antineoplastic		Oligopeptide	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				
1381213	CHEMBL2108947	Cold Cream (USP);	3												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381373	CHEMBL2109107	"Biological Indicator For Ethylene Oxide Sterilization, Paper Strip (USP);"	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381752	CHEMBL2109312	Mk-3415	3	MK-3415											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380420	CHEMBL2108154	Sudismase (INN);	0			#NAME?	enzymes: superoxide dismutase activity (exception: orgotein)	#NAME?							Enzyme	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381744	CHEMBL2109304	Mdx-1303	1	MDX-1303											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381408	CHEMBL2109142	Meningococcal Polysaccharide Vaccine Group A (USP);	0								J07AH01	J07AH01 [ANTIINFECTIVES FOR SYSTEMIC USE: VACCINES: BACTERIAL VACCINES: Meningococcal vaccines]	Immunizing Agent (active)		Oligosaccharide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380921	CHEMBL2108655	Tolevamer Potassium Sodium (USAN);	3	GT267-004		#NAME?	polymers	#NAME?	2005						Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381132	CHEMBL2108866	Starch (NF); Corn Starch (JAN); Wheat Starch (JAN); Potato Starch (JAN);	4										Dusting Powder; Pharmaceutic Aid		Oligosaccharide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380390	CHEMBL2108124	"Rizolipase (DCF, INN);"	0			#NAME?	enzymes	#NAME?							Enzyme	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382089	CHEMBL2109649	Rg-7594	1	RG-7594											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380898	CHEMBL2108632	Platelets (USP);	3												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380121	CHEMBL2107855	"Denenicokin (INN, USAN);"	1	Recombinant Human Interleukin 21; RIL-21; Recombinant Human Interleukin 21; IL-21; RIL-21		#NAME?	interleukins: interleukin-21	#NAME?	2008						Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380797	CHEMBL2108531	Polifeprosan (INN); Polifeprosan 20 (USAN);	2						1991				Pharmaceutic Aid		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380754	CHEMBL2108488	Kasal (USAN);	0			#NAME?	anti-inflammatory agents (salicylic acid derivatives)	#NAME?	1971				Food Additive		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380389	CHEMBL2108123	Perfilcon A (USAN);	0			#NAME?	hydrophilic contact lens materials	#NAME?	1978				Contact Lens Material (hydrophilic)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380626	CHEMBL2108360	Miravirsen (INN);	2			#NAME?	antisense oligonucleotides: antivirals	#NAME?							Oligonucleotide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380487	CHEMBL2108221	"ALOE (JAN, USP);"	3												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380200	CHEMBL2107934	Ocufilcon E (USAN);	0			#NAME?	hydrophilic contact lens materials	#NAME?	1991				Contact Lens Material (hydrophilic)		Polymer	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381367	CHEMBL2109101	"Felvizumab (INN, USAN);"	1	SB-209763		#NAME?	monoclonal antibodies	#NAME?	1997				Antiviral; Monoclonal Antibody (antiviral)		Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381033	CHEMBL2108767	"Ruplizumab (INN, USAN);"	3	hu5c8; BG-9588		#NAME?	monoclonal antibodies	#NAME?	1999						Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381239	CHEMBL2108973	"Insulin Human, Isophane (USP);"	3										Antidiabetic		Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381854	CHEMBL2109414	Imgn-853	1	IMGN-853											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381186	CHEMBL2108920	Chlorophyllin Copper Complex Sodium (USP); Chlorophyllin Copper Complex Sodium Salt (JAN);	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380359	CHEMBL2108093	"Suture, Nonabsorbable Surgical (USP);"	0										Surgical Aid		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1381473	CHEMBL2109207	Nonoxinol 30 (INN); Nonoxynol 30 (USAN);	0						1967				Pharmaceutic Aid (surfactant)		Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1382032	CHEMBL2109592	MEDI-500	3	T10B9; MEDI-500											Antibody	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380691	CHEMBL2108425	Mobenakin (INN);	0			#NAME?	interleukins: interleukin-1-beta analogues and derivatives	#NAME?							Oligopeptide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380128	CHEMBL2107862	"Rintatolimod (INN, USAN);"	3			#NAME?	immunomodulators: toll-like receptor agonist	#NAME?	2009						Oligonucleotide	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380248	CHEMBL2107982	"Skin, Sterile Freeze-Dried Porcine Epidermal (JAN);"	0												Unknown	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1380824	CHEMBL2108558	Senna Extract (JAN); Senna (USP);	4								A06AB56; A06AB06	A06AB56 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR CONSTIPATION: DRUGS FOR CONSTIPATION: Contact laxatives]; A06AB06 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR CONSTIPATION: DRUGS FOR CONSTIPATION: Contact laxatives]	Laxative		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				
1422239	CHEMBL2151570	ABT-107	1												Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				C1CN2CCC1[C@H](C2)Oc3ccc(nn3)c4ccc5[nH]ccc5c4
1383226	CHEMBL2110786	Strontium (85Sr) (USP);	0												Inorganic	N	N	Achiral Molecule	N	N	N	N	N	Unknown				[Sr]
23198	CHEMBL19393	"Levamfetamine Succinate (USAN); Levamfetamine (BAN, INN);"	0			#NAME?	amfetamine derivatives	#NAME?	1962				Anorexic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@@H](N)Cc1ccccc1
1383539	CHEMBL2111099	Maropitant Citrate (USAN);	0	CJ-11972		#NAME?	tachykinin (neurokinin) receptor antagonists: NK1 receptor antagonists	#NAME?	2000						Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				COc1ccc(cc1CN[C@H]2C3CCN(CC3)[C@H]2C(c4ccccc4)c5ccccc5)C(C)(C)C
1383442	CHEMBL2111002	"Quinuclium Bromide (INN, USAN);"	0			#NAME?	quaternary ammonium derivatives	#NAME?	1978				Antihypertensive		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C[N+]12CCC(CC1)(C(=O)C2)c3ccccc3
1383189	CHEMBL2110749	Vinglycinate Sulfate (USAN);	0	49040		vin-	vinca alkaloids	vin-	1965				Antineoplastic		Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)CN(C)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1
1383248	CHEMBL2110808	"Buzepide Metiodide (DCF, INN, MI);"	0	R-661; F.I. 6146											Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C[N+]1(CCC(C(=O)N)(c2ccccc2)c3ccccc3)CCCCCC1
1383607	CHEMBL2111167	Adrenochrome Monoaminoguanidine Mesilate (JAN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CN1C=C(O)C2=C\C(=N\NC(=N)N)\C(=O)C=C12
1449545	CHEMBL2219734	"Technetium Tc 99M Mertiatide (USAN, USP); Technetium Tc-99M Mertiatide Kit (FDA);"	4	TC-MAG3	Mallinckrodt Nuclear Medicine Llc				1990	1990			Radioactive Agent; Diagnostic Aid (renal function determination)		Synthetic Small Molecule	N	N	Achiral Molecule	N	N	Y	N	N	Prescription-only				
1383098	CHEMBL2110658	Opratonium Iodide (INN);	0			#NAME?	quaternary ammonium derivatives	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C
114480	CHEMBL1013	"Loracarbef (BAN, USAN, USP, BAN, FDA, INN, USAN, USP);"	4	LY-163892	King Pharmaceuticals Inc	#NAME?	antibiotics (carbacephem derivatives)	#NAME?	1989	1991			Antibacterial		Natural Product-derived	Y	N	Single Stereoisomer	N	Y	N	N	N	Discontinued				N[C@@H](C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Cl)c3ccccc3
1383087	CHEMBL2110647	Pentacynium Metilsulfate (BAN); Pentacynium Chloride (INN);	0			#NAME?	quaternary ammonium derivatives	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C[N+](C)(CCCCC(C#N)(c1ccccc1)c2ccccc2)CC[N+]3(C)CCOCC3
136358	CHEMBL84617	Trefentanil HCl (USAN); Trefentanil (INN);	0	A-3665 HCl		#NAME?	narcotic analgesics (fentanyl derivatives)	#NAME?	1992				Analgesic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCN1N=NN(CCN2CCC(CC2)(N(C(=O)CC)c3ccccc3F)c4ccccc4)C1=O
1378098	CHEMBL2105828	Loprodiol (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				OCC(CO)(CCl)CCl
1377739	CHEMBL2105469	Oxisopred (INN);	0			#NAME?	prednisone and prednisolone derivatives	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				C[C@]12C=CC(=O)C1C(=O)CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
1377806	CHEMBL2105536	Sulfacecole (INN);	0			sulfa-	antimicrobials (sulfonamides derivatives)	sulfa-							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCOCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cc(C)on2
1377517	CHEMBL2105247	Pibaxizine (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				OC(=O)COCCOCCN1CCC(=C(c2ccccc2)c3ccccc3)CC1
1376457	CHEMBL2104187	Butixocort (INN);	0												Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CS
1378738	CHEMBL2106468	Tricetamide (USAN);	1	R-548					1963				Sedative-Hypnotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1
1378212	CHEMBL2105942	Cebaracetam (INN);	0			#NAME?	nootropes (piracetam type)	#NAME?							Oligopeptide	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				Clc1ccc(cc1)C2CN(CC(=O)N3CCNC(=O)C3)C(=O)C2
1378764	CHEMBL2106494	"Chlorazodin (DCF, INN); Chloroazodin (MI, USP);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				N\C(=N/Cl)\N=N\C(=N\Cl)\N
1376978	CHEMBL2104708	Meldonium (INN);	0			#NAME?	quaternary ammonium derivatives	#NAME?			C01EB22	C01EB22 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: OTHER CARDIAC PREPARATIONS: Other cardiac preparations]			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C[N+](C)(C)NCCC(=O)[O-]
1378483	CHEMBL2106213	"Fenpipramide (BAN, INN);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				NC(=O)C(CCN1CCCCC1)(c2ccccc2)c3ccccc3
