MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	MESH_ID	MESH_HEADING	EFO_ID	EFO_NAME	MAX_PHASE_FOR_IND	USAN_YEAR	REFS
CHEMBL415	Clomipramine	Small molecule	1989	D003866	DEPRESSIVE DISORDER	EFO:0003761	UNIPOLAR DEPRESSION	1	1970	ClinicalTrials$$NCT00913783,NCT00913952$$https://clinicaltrials.gov/search?id=%22NCT00913783%22OR%22NCT00913952%22
CHEMBL990	Butenafine	Small molecule	1996	D014005	TINEA	EFO:0007510	TINEA	4	1997	DailyMed$$setid=167ecefd-4553-41b8-8160-81a48dbca076$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167ecefd-4553-41b8-8160-81a48dbca076
CHEMBL549	Citalopram	Small molecule	1998	D001321	AUTISTIC DISORDER	EFO:0003758	AUTISM	2	1998	ClinicalTrials$$NCT00086645$$https://clinicaltrials.gov/search?id=%22NCT00086645%22
CHEMBL113	Caffeine	Small molecule	1948	D047928	PREMATURE BIRTH	EFO:0003917	PREMATURE BIRTH	3		ClinicalTrials$$NCT01020357,NCT02103777$$https://clinicaltrials.gov/search?id=%22NCT01020357%22OR%22NCT02103777%22
CHEMBL113	Caffeine	Small molecule	1948	D012178	RETINOPATHY OF PREMATURITY	EFO:1001158	RETINOPATHY OF PREMATURITY	2		ClinicalTrials$$NCT02344225$$https://clinicaltrials.gov/search?id=%22NCT02344225%22
CHEMBL113	Caffeine	Small molecule	1948	D008107	LIVER DISEASES	EFO:0001421	LIVER DISEASE	1		ClinicalTrials$$NCT02098785$$https://clinicaltrials.gov/search?id=%22NCT02098785%22
CHEMBL550	Pilocarpine	Small molecule	1974	D001943	BREAST NEOPLASMS	EFO:0000305	BREAST CARCINOMA	3		ClinicalTrials$$NCT00343382$$https://clinicaltrials.gov/search?id=%22NCT00343382%22
CHEMBL477772	Pazopanib	Small molecule	2009	D002292	CARCINOMA, RENAL CELL	EFO:0000349	CLEAR CELL RENAL CARCINOMA	4	2005	ClinicalTrials$$NCT01157091,NCT01158521,NCT01575548$$https://clinicaltrials.gov/search?id=%22NCT01157091%22OR%22NCT01158521%22OR%22NCT01575548%22
CHEMBL477772	Pazopanib	Small molecule	2009	D018567	BREAST NEOPLASMS, MALE	EFO:0006861	MALE BREAST CARCINOMA	2	2005	ClinicalTrials$$NCT00509587,NCT00450879$$https://clinicaltrials.gov/search?id=%22NCT00509587%22OR%22NCT00450879%22
CHEMBL477772	Pazopanib	Small molecule	2009	D018316	GLIOSARCOMA	EFO:1001465	GLIOSARCOMA	2	2005	ClinicalTrials$$NCT00459381$$https://clinicaltrials.gov/search?id=%22NCT00459381%22
CHEMBL487253	Bendamustine	Small molecule	2008	D008175	LUNG NEOPLASMS	EFO:0001071	LUNG CARCINOMA	2	2004	ClinicalTrials$$NCT00984542$$https://clinicaltrials.gov/search?id=%22NCT00984542%22
CHEMBL669	Cyclobenzaprine	Small molecule	1977	D008881	MIGRAINE DISORDERS	EFO:0003821	MIGRAINE DISORDER	3	1977	ClinicalTrials$$NCT01151787$$https://clinicaltrials.gov/search?id=%22NCT01151787%22
CHEMBL1201284	Cinacalcet	Small molecule	2004	D011471	PROSTATIC NEOPLASMS	EFO:0000673	PROSTATE ADENOCARCINOMA	2	2002	ClinicalTrials$$NCT01054079$$https://clinicaltrials.gov/search?id=%22NCT01054079%22
CHEMBL493	Bromocriptine	Small molecule	1978	D007246	INFERTILITY	EFO:0000545	INFERTILITY	4	1976	FDA$$label/2016/020866s009lbl.pdf$$http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020866s009lbl.pdf####DailyMed$$setid=d69003ee-0b6f-47a9-834e-ba59c02f566c$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d69003ee-0b6f-47a9-834e-ba59c02f566c####DailyMed$$setid=97e7e051-ff64-4381-a869-6c1c364ad822$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=97e7e051-ff64-4381-a869-6c1c364ad822
CHEMBL1201258	Pemetrexed	Small molecule	2004	D002294	CARCINOMA, SQUAMOUS CELL	EFO:0000181	HEAD AND NECK SQUAMOUS CELL CARCINOMA	2	1997	ClinicalTrials$$NCT01333696$$https://clinicaltrials.gov/search?id=%22NCT01333696%22
CHEMBL1908370	Finafloxacin	Small molecule	2014	D014552	URINARY TRACT INFECTIONS	EFO:0003103	URINARY TRACT INFECTION	2		ClinicalTrials$$NCT00722735$$https://clinicaltrials.gov/search?id=%22NCT00722735%22
CHEMBL1908360	Everolimus	Small molecule	2009	D013964	THYROID NEOPLASMS	EFO:0002892	THYROID CARCINOMA	2	2003	ClinicalTrials$$NCT00936858,NCT01270321$$https://clinicaltrials.gov/search?id=%22NCT00936858%22OR%22NCT01270321%22
CHEMBL1908360	Everolimus	Small molecule	2009	D055752	SMALL CELL LUNG CARCINOMA	EFO:0000702	SMALL CELL LUNG CARCINOMA	2	2003	ClinicalTrials$$NCT00466466,NCT00374140$$https://clinicaltrials.gov/search?id=%22NCT00466466%22OR%22NCT00374140%22
CHEMBL1908360	Everolimus	Small molecule	2009	D013274	STOMACH NEOPLASMS	EFO:0000178	GASTRIC CARCINOMA	3	2003	ClinicalTrials$$NCT00879333,NCT01514110,NCT00519324$$https://clinicaltrials.gov/search?id=%22NCT00879333%22OR%22NCT01514110%22OR%22NCT00519324%22
CHEMBL1908360	Everolimus	Small molecule	2009	D012516	OSTEOSARCOMA	EFO:0000637	OSTEOSARCOMA	2	2003	ClinicalTrials$$NCT01216826,NCT01830153$$https://clinicaltrials.gov/search?id=%22NCT01216826%22OR%22NCT01830153%22
CHEMBL1908360	Everolimus	Small molecule	2009	D008258	WALDENSTROM MACROGLOBULINEMIA	EFO:0002616	MACROGLOBULINEMIA	2	2003	ClinicalTrials$$NCT00976248$$https://clinicaltrials.gov/search?id=%22NCT00976248%22
CHEMBL1908360	Everolimus	Small molecule	2009	D006689	HODGKIN DISEASE	EFO:0000183	HODGKINS LYMPHOMA	2	2003	ClinicalTrials$$NCT01022996$$https://clinicaltrials.gov/search?id=%22NCT01022996%22
CHEMBL1908360	Everolimus	Small molecule	2009	D020522	LYMPHOMA, MANTLE-CELL	EFO:1001469	MANTLE CELL LYMPHOMA	2	2003	ClinicalTrials$$NCT00702052$$https://clinicaltrials.gov/search?id=%22NCT00702052%22
CHEMBL1908360	Everolimus	Small molecule	2009	D012514	SARCOMA, KAPOSI	EFO:0000558	KAPOSI'S SARCOMA	2	2003	ClinicalTrials$$NCT01412515$$https://clinicaltrials.gov/search?id=%22NCT01412515%22
CHEMBL1908360	Everolimus	Small molecule	2009	D002294	CARCINOMA, SQUAMOUS CELL	EFO:0000181	HEAD AND NECK SQUAMOUS CELL CARCINOMA	2	2003	ClinicalTrials$$NCT01051791$$https://clinicaltrials.gov/search?id=%22NCT01051791%22
CHEMBL1908841	Levoleucovorin	Small molecule	2008	D010190	PANCREATIC NEOPLASMS	EFO:0002618	PANCREATIC CARCINOMA	2	1991	ClinicalTrials$$NCT02697058$$https://clinicaltrials.gov/search?id=%22NCT02697058%22
CHEMBL374478	Rifampicin	Small molecule	1971	D008545	MELANOMA	EFO:0000756	MELANOMA	1	1968	ClinicalTrials$$NCT01765543$$https://clinicaltrials.gov/search?id=%22NCT01765543%22
CHEMBL374478	Rifampicin	Small molecule	1971	D000544	ALZHEIMER DISEASE	EFO:0000249	ALZHEIMERS DISEASE	3	1968	ClinicalTrials$$NCT00715858,NCT01002079,NCT00439166$$https://clinicaltrials.gov/search?id=%22NCT00715858%22OR%22NCT01002079%22OR%22NCT00439166%22
CHEMBL374478	Rifampicin	Small molecule	1971	D008581	MENINGITIS	EFO:0000584	INFECTIOUS MENINGITIS	2	1968	ClinicalTrials$$NCT01802502$$https://clinicaltrials.gov/search?id=%22NCT01802502%22
CHEMBL1908391	Masitinib	Small molecule		D000544	ALZHEIMER DISEASE	EFO:0000249	ALZHEIMERS DISEASE	2		ClinicalTrials$$NCT00976118$$https://clinicaltrials.gov/search?id=%22NCT00976118%22
CHEMBL373742	Vasopressin	Protein	2014	D014947	WOUNDS AND INJURIES	EFO:0000546	INJURY	2		ClinicalTrials$$NCT01611935$$https://clinicaltrials.gov/search?id=%22NCT01611935%22
CHEMBL1873475	Ibrutinib	Small molecule	2013	D008224	LYMPHOMA, FOLLICULAR	EFO:0000096	NEOPLASM OF MATURE B-CELLS	2	2011	ClinicalTrials$$NCT01980628,NCT01849263,NCT02927964$$https://clinicaltrials.gov/search?id=%22NCT01980628%22OR%22NCT01849263%22OR%22NCT02927964%22
CHEMBL1873475	Ibrutinib	Small molecule	2013	D006086	GRAFT VS HOST DISEASE	EFO:0004599	ACUTE GRAFT VS. HOST DISEASE	1	2011	ClinicalTrials$$NCT02195869$$https://clinicaltrials.gov/search?id=%22NCT02195869%22
CHEMBL1873475	Ibrutinib	Small molecule	2013	D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	1	2011	ClinicalTrials$$NCT02643667$$https://clinicaltrials.gov/search?id=%22NCT02643667%22
CHEMBL269732	Tacrolimus	Small molecule	1994	D003876	DERMATITIS, ATOPIC	EFO:0000274	ATOPIC ECZEMA	3	1992	ClinicalTrials$$NCT00535691,NCT00560378,NCT00833079,NCT01139450,NCT00801957,NCT01320579,NCT01053247,NCT00560326,NCT00480610,NCT00691262,NCT00480896,NCT02601703,NCT00523952,NCT00691145,NCT01702181$$https://clinicaltrials.gov/search?id=%22NCT00535691%22OR%22NCT00560378%22OR%22NCT00833079%22OR%22NCT01139450%22OR%22NCT00801957%22OR%22NCT01320579%22OR%22NCT01053247%22OR%22NCT00560326%22OR%22NCT00480610%22OR%22NCT00691262%22OR%22NCT00480896%22OR%22NCT02601703%22OR%22NCT00523952%22OR%22NCT00691145%22OR%22NCT01702181%22
CHEMBL269732	Tacrolimus	Small molecule	1994	D003920	DIABETES MELLITUS	EFO:0000400	DIABETES MELLITUS	2	1992	ClinicalTrials$$NCT01268995$$https://clinicaltrials.gov/search?id=%22NCT01268995%22
CHEMBL269732	Tacrolimus	Small molecule	1994	D003424	CROHN DISEASE	EFO:0000384	CROHN'S DISEASE	2	1992	ClinicalTrials$$NCT01233570$$https://clinicaltrials.gov/search?id=%22NCT01233570%22
CHEMBL1914489	Azd1981	Small molecule		D029424	PULMONARY DISEASE, CHRONIC OBSTRUCTIVE	EFO:0000341	CHRONIC OBSTRUCTIVE PULMONARY DISEASE	2		ClinicalTrials$$NCT00766415,NCT00690482$$https://clinicaltrials.gov/search?id=%22NCT00766415%22OR%22NCT00690482%22
CHEMBL1914489	Azd1981	Small molecule		D001249	ASTHMA	EFO:0000270	ASTHMA	2		ClinicalTrials$$NCT00758589,NCT01196689,NCT01197794$$https://clinicaltrials.gov/search?id=%22NCT00758589%22OR%22NCT01196689%22OR%22NCT01197794%22
CHEMBL1933349	Mk-0893	Small molecule		D003924	DIABETES MELLITUS, TYPE 2	EFO:0001360	TYPE II DIABETES MELLITUS	2		ClinicalTrials$$NCT02004886$$https://clinicaltrials.gov/search?id=%22NCT02004886%22
CHEMBL1915540	Pf-03893787	Small molecule		D011565	PSORIASIS	EFO:0000676	PSORIASIS	2		ClinicalTrials$$NCT02618616$$https://clinicaltrials.gov/search?id=%22NCT02618616%22
CHEMBL566534	Artemether	Small molecule	2009	D008288	MALARIA	EFO:0001068	MALARIA	4	2008	DailyMed$$setid=7866ec19-dfac-47d4-a53f-511a12643cbf$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7866ec19-dfac-47d4-a53f-511a12643cbf
CHEMBL2001019	Pf-04217903	Small molecule		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	1		ClinicalTrials$$NCT00706355$$https://clinicaltrials.gov/search?id=%22NCT00706355%22
CHEMBL90555	Vincristine	Small molecule	1963	D054198	PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA	EFO:0000220	ACUTE LYMPHOBLASTIC LEUKEMIA	3	1962	ClinicalTrials$$NCT00495079,NCT01439347,NCT02072785$$https://clinicaltrials.gov/search?id=%22NCT00495079%22OR%22NCT01439347%22OR%22NCT02072785%22
CHEMBL1921976	Orteronel	Small molecule		D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	3	2011	ClinicalTrials$$NCT02053311,NCT01658527,NCT01809691,NCT01046916,NCT01707966$$https://clinicaltrials.gov/search?id=%22NCT02053311%22OR%22NCT01658527%22OR%22NCT01809691%22OR%22NCT01046916%22OR%22NCT01707966%22
CHEMBL1921976	Orteronel	Small molecule		D011471	PROSTATIC NEOPLASMS	EFO:0000673	PROSTATE ADENOCARCINOMA	3	2011	ClinicalTrials$$NCT01866423,NCT01816048,NCT00569153$$https://clinicaltrials.gov/search?id=%22NCT01866423%22OR%22NCT01816048%22OR%22NCT00569153%22
CHEMBL2017179	Evacetrapib	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	3	2011	ClinicalTrials$$NCT01687998,NCT01825889$$https://clinicaltrials.gov/search?id=%22NCT01687998%22OR%22NCT01825889%22
CHEMBL2108701	Hydroxyethyl Starch 130/0.4	Oligosaccharide		D014947	WOUNDS AND INJURIES	EFO:0000546	INJURY	3	2008	ClinicalTrials$$NCT02192502$$https://clinicaltrials.gov/search?id=%22NCT02192502%22
CHEMBL2109217	Perflutren Protein-Type A Microspheres	Unknown		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	1		ClinicalTrials$$NCT00186953$$https://clinicaltrials.gov/search?id=%22NCT00186953%22
CHEMBL2109457	Ligelizumab	Antibody		D003876	DERMATITIS, ATOPIC	EFO:0000274	ATOPIC ECZEMA	2	2014	ClinicalTrials$$NCT01552629$$https://clinicaltrials.gov/search?id=%22NCT01552629%22
CHEMBL2109457	Ligelizumab	Antibody		D014581	URTICARIA	EFO:0005531	URTICARIA	2	2014	ClinicalTrials$$NCT02649218,NCT02477332$$https://clinicaltrials.gov/search?id=%22NCT02649218%22OR%22NCT02477332%22
CHEMBL2107856	Imetelstat	Oligonucleotide		D009190	MYELODYSPLASTIC SYNDROMES	EFO:0000198	MYELODYSPLASTIC SYNDROME	3	2008	ClinicalTrials$$NCT02598661$$https://clinicaltrials.gov/search?id=%22NCT02598661%22
CHEMBL2107870	Pegnivacogin	Oligonucleotide		D054058	ACUTE CORONARY SYNDROME	EFO:0005672	ACUTE CORONARY SYNDROME	2	2010	ClinicalTrials$$NCT00932100$$https://clinicaltrials.gov/search?id=%22NCT00932100%22
CHEMBL2109402	Mm-121	Antibody		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	1		ClinicalTrials$$NCT00734305$$https://clinicaltrials.gov/search?id=%22NCT00734305%22
CHEMBL2108311	Asfotase Alfa	Enzyme	2015	D006086	GRAFT VS HOST DISEASE	EFO:0004599	ACUTE GRAFT VS. HOST DISEASE	2	2013	ClinicalTrials$$NCT02461134$$https://clinicaltrials.gov/search?id=%22NCT02461134%22
CHEMBL2109540	Alirocumab	Antibody	2015	D052439	LIPID METABOLISM DISORDERS	Orphanet:309005	DISORDER OF LIPID METABOLISM	3	2012	ClinicalTrials$$NCT01617655$$https://clinicaltrials.gov/search?id=%22NCT01617655%22
CHEMBL2109622	Pf-04605412	Antibody		D009369	NEOPLASMS	EFO:0000311	CANCER	1		ClinicalTrials$$NCT00915278$$https://clinicaltrials.gov/search?id=%22NCT00915278%22
CHEMBL2109422	Hu14.18-Il2	Antibody		D008545	MELANOMA	EFO:0000756	MELANOMA	2		ClinicalTrials$$NCT00590824$$https://clinicaltrials.gov/search?id=%22NCT00590824%22
CHEMBL2108063	Zanolimumab	Antibody		D016410	LYMPHOMA, T-CELL, CUTANEOUS	EFO:0002913	CUTANEOUS T-CELL LYMPHOMA	2	2005	ClinicalTrials$$NCT00071084,NCT00071071$$https://clinicaltrials.gov/search?id=%22NCT00071084%22OR%22NCT00071071%22
CHEMBL2109467	Amg-714	Antibody		D002446	CELIAC DISEASE	EFO:0001060	CELIAC DISEASE	2		ClinicalTrials$$NCT02637141$$https://clinicaltrials.gov/search?id=%22NCT02637141%22
CHEMBL2107861	Zalutumumab	Antibody		D002289	CARCINOMA, NON-SMALL-CELL LUNG	EFO:0003060	NON-SMALL CELL LUNG CARCINOMA	2	2009	ClinicalTrials$$NCT01449357,NCT00460551$$https://clinicaltrials.gov/search?id=%22NCT01449357%22OR%22NCT00460551%22
CHEMBL2108888	Agalsidase Beta	Enzyme	2003	D000795	FABRY DISEASE	Orphanet:324	FABRY DISEASE	4		ClinicalTrials$$NCT02795676,NCT00230607,NCT00140621,NCT00074958,NCT00196716,NCT01650779,NCT00081497,NCT00701415,NCT00074984$$https://clinicaltrials.gov/search?id=%22NCT02795676%22OR%22NCT00230607%22OR%22NCT00140621%22OR%22NCT00074958%22OR%22NCT00196716%22OR%22NCT01650779%22OR%22NCT00081497%22OR%22NCT00701415%22OR%22NCT00074984%22
CHEMBL2108678	Nesvacumab	Antibody		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	1	2012	ClinicalTrials$$NCT01271972$$https://clinicaltrials.gov/search?id=%22NCT01271972%22
CHEMBL2109498	Iph-2101	Antibody		D015470	LEUKEMIA, MYELOID, ACUTE	EFO:0000222	ACUTE MYELOID LEUKEMIA	1		ClinicalTrials$$NCT01256073$$https://clinicaltrials.gov/search?id=%22NCT01256073%22
CHEMBL2109388	Futuximab	Antibody		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	1	2013	ClinicalTrials$$NCT01955473$$https://clinicaltrials.gov/search?id=%22NCT01955473%22
CHEMBL2108042	Pagibaximab	Antibody		D018805	SEPSIS	EFO:0001420	SEPSIS	2	2004	ClinicalTrials$$NCT00636285,NCT00631878,NCT00646399,NCT00631800$$https://clinicaltrials.gov/search?id=%22NCT00636285%22OR%22NCT00631878%22OR%22NCT00646399%22OR%22NCT00631800%22
CHEMBL2108696	Wheat Bran	Unknown		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	1		ClinicalTrials$$NCT01579656$$https://clinicaltrials.gov/search?id=%22NCT01579656%22
CHEMBL2109653	Ra-18c3	Antibody		D011565	PSORIASIS	EFO:0000676	PSORIASIS	2		ClinicalTrials$$NCT01384630$$https://clinicaltrials.gov/search?id=%22NCT01384630%22
CHEMBL2109653	Ra-18c3	Antibody		D011711	PYODERMA	HP:0000999	PYODERMA	2		ClinicalTrials$$NCT01965613$$https://clinicaltrials.gov/search?id=%22NCT01965613%22
CHEMBL2108922	Chondroitin Sulfate Sodium	Unknown		D003424	CROHN DISEASE	EFO:0000384	CROHN'S DISEASE	1		ClinicalTrials$$NCT01245088$$https://clinicaltrials.gov/search?id=%22NCT01245088%22
CHEMBL2108922	Chondroitin Sulfate Sodium	Unknown		D010003	OSTEOARTHRITIS	EFO:0002506	OSTEOARTHRITIS	3		ClinicalTrials$$NCT01354145,NCT02079727$$https://clinicaltrials.gov/search?id=%22NCT01354145%22OR%22NCT02079727%22
CHEMBL2108404	Epratuzumab	Antibody		D008180	LUPUS ERYTHEMATOSUS, SYSTEMIC	EFO:0002690	SYSTEMIC LUPUS ERYTHEMATOSUS	3	1999	ClinicalTrials$$NCT00624351,NCT01534403,NCT01408576,NCT00383214,NCT00383513,NCT02306629,NCT01261793,NCT01262365,NCT01449071,NCT00660881$$https://clinicaltrials.gov/search?id=%22NCT00624351%22OR%22NCT01534403%22OR%22NCT01408576%22OR%22NCT00383214%22OR%22NCT00383513%22OR%22NCT02306629%22OR%22NCT01261793%22OR%22NCT01262365%22OR%22NCT01449071%22OR%22NCT00660881%22
CHEMBL2109500	Lirilumab	Antibody		D007938	LEUKEMIA	EFO:0000565	LEUKEMIA	2	2012	ClinicalTrials$$NCT02599649$$https://clinicaltrials.gov/search?id=%22NCT02599649%22
CHEMBL2108567	Tanezumab	Antibody		D004715	ENDOMETRIOSIS	EFO:0001065	ENDOMETRIOSIS	2	2007	ClinicalTrials$$NCT00784693$$https://clinicaltrials.gov/search?id=%22NCT00784693%22
CHEMBL2108465	Ginger	Unknown		D009765	OBESITY	EFO:0001073	OBESITY	2		ClinicalTrials$$NCT02742194$$https://clinicaltrials.gov/search?id=%22NCT02742194%22
CHEMBL2108465	Ginger	Unknown		D012128	RESPIRATORY DISTRESS SYNDROME, ADULT	EFO:1000637	ACUTE RESPIRATORY DISTRESS SYNDROME	2		ClinicalTrials$$NCT00958685$$https://clinicaltrials.gov/search?id=%22NCT00958685%22
CHEMBL2109009	Cellulose, Microcrystalline	Unknown		D010146	PAIN	EFO:0003843	PAIN	2		ClinicalTrials$$NCT02022124$$https://clinicaltrials.gov/search?id=%22NCT02022124%22
CHEMBL1200633	Ivermectin	Unknown	1996	D012393	ROSACEA	EFO:1000760	ROSACEA	3	1979	ClinicalTrials$$NCT02795117,NCT02036229,NCT01493947,NCT02806414$$https://clinicaltrials.gov/search?id=%22NCT02795117%22OR%22NCT02036229%22OR%22NCT01493947%22OR%22NCT02806414%22
CHEMBL2109931	Samarium(Ii) Lexidronam	Small molecule	1997	D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	2	1995	ClinicalTrials$$NCT00551525,NCT00450619$$https://clinicaltrials.gov/search?id=%22NCT00551525%22OR%22NCT00450619%22
CHEMBL499808	Caspofungin	Small molecule	2001	D058387	CANDIDEMIA	EFO:1001282	CANDIDEMIA	4	1998	DailyMed$$setid=3bad23a6-09a6-4194-9182-093ed61bc71c$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3bad23a6-09a6-4194-9182-093ed61bc71c
CHEMBL499808	Caspofungin	Small molecule	2001	D002177	CANDIDIASIS			4	1998	
CHEMBL2107583	Erythrityl Tetranitrate	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4	1963	ATC$$C01DA63$$http://www.whocc.no/atc_ddd_index/?code=C01DA63####ATC$$C01DA13$$http://www.whocc.no/atc_ddd_index/?code=C01DA13
CHEMBL2103826	Davunetide	Protein		D013494	SUPRANUCLEAR PALSY, PROGRESSIVE	Orphanet:683	PROGRESSIVE SUPRANUCLEAR PALSY	2	2008	ClinicalTrials$$NCT01110720$$https://clinicaltrials.gov/search?id=%22NCT01110720%22
CHEMBL2107825	Tenofovir Alafenamide	Small molecule	2015	D000163	ACQUIRED IMMUNODEFICIENCY SYNDROME	EFO:0000765	AIDS	3	2012	ClinicalTrials$$NCT01967940$$https://clinicaltrials.gov/search?id=%22NCT01967940%22
CHEMBL1189025	Brostallicin	Small molecule		D009101	MULTIPLE MYELOMA	EFO:0001378	MULTIPLE MYELOMA	1		ClinicalTrials$$NCT00060203$$https://clinicaltrials.gov/search?id=%22NCT00060203%22
CHEMBL2105694	Telapristone Acetate	Small molecule		D000568	AMENORRHEA	HP:0000141	AMENORRHEA	1	2010	ClinicalTrials$$NCT01187043,NCT00881608$$https://clinicaltrials.gov/search?id=%22NCT01187043%22OR%22NCT00881608%22
CHEMBL459505	Talarozole	Small molecule		D000152	ACNE VULGARIS	EFO:0003894	ACNE	2	2007	ClinicalTrials$$NCT00725439$$https://clinicaltrials.gov/search?id=%22NCT00725439%22
CHEMBL2103870	Lumacaftor	Small molecule	2015	D003550	CYSTIC FIBROSIS	Orphanet:586	CYSTIC FIBROSIS	4	2011	ClinicalTrials$$NCT00865904,NCT01910415,NCT00966602$$https://clinicaltrials.gov/search?id=%22NCT00865904%22OR%22NCT01910415%22OR%22NCT00966602%22####DailyMed$$setid=3fc1c40e-cfac-47a1-9e1a-61ead3570600$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3fc1c40e-cfac-47a1-9e1a-61ead3570600
CHEMBL2105212	Mebutizide	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4		ATC$$C03AA13$$http://www.whocc.no/atc_ddd_index/?code=C03AA13
CHEMBL2107254	Cloxazolam	Small molecule		D001007	ANXIETY	EFO:0005230	ANXIETY	4		ATC$$N05BA22$$http://www.whocc.no/atc_ddd_index/?code=N05BA22
CHEMBL2104751	Thebacon	Small molecule		D003371	COUGH	HP:0012735	COUGH	4		ATC$$R05DA10$$http://www.whocc.no/atc_ddd_index/?code=R05DA10
CHEMBL2028850	Icatibant	Protein	2011	D007249	INFLAMMATION	MP:0001845	INFLAMMATION	2	1993	ClinicalTrials$$NCT00223704$$https://clinicaltrials.gov/search?id=%22NCT00223704%22
CHEMBL2103839	Ridaforolimus	Small molecule		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	4	2009	ATC$$L01XE19$$http://www.whocc.no/atc_ddd_index/?code=L01XE19####ClinicalTrials$$NCT00704054,NCT00694083,NCT01431534$$https://clinicaltrials.gov/search?id=%22NCT00704054%22OR%22NCT00694083%22OR%22NCT01431534%22
CHEMBL2105738	Galeterone	Small molecule		D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	3	2011	ClinicalTrials$$NCT00959959,NCT02438007,NCT01709734$$https://clinicaltrials.gov/search?id=%22NCT00959959%22OR%22NCT02438007%22OR%22NCT01709734%22
CHEMBL2104415	Moxidectin	Small molecule		D007239	INFECTION	EFO:0000544	INFECTION	1	1989	ClinicalTrials$$NCT00751764,NCT00736697$$https://clinicaltrials.gov/search?id=%22NCT00751764%22OR%22NCT00736697%22
CHEMBL2104745	Pagoclone	Small molecule		D061686	PREMATURE EJACULATION	HP:0012876	PREMATURE EJACULATION	2	1995	ClinicalTrials$$NCT00370981$$https://clinicaltrials.gov/search?id=%22NCT00370981%22
CHEMBL2108506	Interferon Alfa	Protein		D005910	GLIOMA	EFO:0000326	CENTRAL NERVOUS SYSTEM CANCER	2		ClinicalTrials$$NCT00002965$$https://clinicaltrials.gov/search?id=%22NCT00002965%22
CHEMBL2108035	Incobotulinumtoxina	Unknown	2010	D012393	ROSACEA	EFO:1000760	ROSACEA	2	2009	ClinicalTrials$$NCT01614743$$https://clinicaltrials.gov/search?id=%22NCT01614743%22
CHEMBL2108380	Liatermin	Protein		D010300	PARKINSON DISEASE	EFO:0002508	PARKINSON'S DISEASE	1	1998	ClinicalTrials$$NCT00111982$$https://clinicaltrials.gov/search?id=%22NCT00111982%22
CHEMBL2109416	Morab-028	Antibody		D008545	MELANOMA	EFO:0002617	METASTATIC MELANOMA	1		ClinicalTrials$$NCT01212276$$https://clinicaltrials.gov/search?id=%22NCT01212276%22
CHEMBL2108545	Orgotein	Unknown		D012216	RHEUMATIC DISEASES	EFO:0005755	RHEUMATIC DISEASE	4	1968	ATC$$M01AX14$$http://www.whocc.no/atc_ddd_index/?code=M01AX14
CHEMBL2109204	Nadroparin Calcium	Oligosaccharide		D011247	PREGNANCY	EFO:0002950	PREGNANCY	3		ClinicalTrials$$NCT01019655$$https://clinicaltrials.gov/search?id=%22NCT01019655%22
CHEMBL2108666	Yttrium Y 90 Epratuzumab Tetraxetan	Antibody		D008224	LYMPHOMA, FOLLICULAR	EFO:0000096	NEOPLASM OF MATURE B-CELLS	2	2004	ClinicalTrials$$NCT00906841$$https://clinicaltrials.gov/search?id=%22NCT00906841%22
CHEMBL2108184	Crofelemer	Small molecule	2012	D043183	IRRITABLE BOWEL SYNDROME	EFO:0000555	IRRITABLE BOWEL SYNDROME	2	1998	ClinicalTrials$$NCT00461526$$https://clinicaltrials.gov/search?id=%22NCT00461526%22
CHEMBL2107909	Rabies Vaccine	Unknown		D016778	MALARIA, FALCIPARUM	EFO:0007444	PLASMODIUM FALCIPARUM MALARIA	2		ClinicalTrials$$NCT00349713,NCT00460525$$https://clinicaltrials.gov/search?id=%22NCT00349713%22OR%22NCT00460525%22
